,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,БЮДЖЕТ ДОХОДОВ И РАСХОДОВ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Утрау ГОД 2026,,,,Утрау ЯНВАРЬ,,,,Утрау ФЕВРАЛЬ,,,,Утрау МАРТ,,,,Утрау АПРЕЛЬ,,,,Утрау МАЙ,,,,Утрау ИЮНЬ,,,,Утрау ИЮЛЬ,,,,Утрау АВГУСТ,,,,Утрау СЕНТЯБРЬ,,,,Утрау ОКТЯБРЬ,,,,Утрау НОЯБРЬ,,,,Утрау ДЕКАБРЬ,,,
,,ПОЯСНЕНИЯ ,Факт год  2025,ПЛАН год 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026",ФАКТ 2025,ПЛАН 2026,ФАКТ 2026,"% прирост
2025-2026"
2.9.,Служба внутреннего контроля,,5 035 419,5 709 337,2 357 275,113%,470 059,512 137,512 137,109%,332 822,460 000,418 175,138%,382 390,460 000,458 734,120%,355 354,460 000,440 078,129%,408 605,510 000,528 151,125%,480 321,512 400,0,107%,524 490,542 400,0,103%,508 683,512 400,0,101%,457 630,510 000,0,111%,379 793,410 000,0,108%,371 283,410 000,0,110%,363 989,410 000,0,113%
2.9.1.,ФОТ,,5 000 099,5 679 337,2 354 632,114%,470 059,512 137,512 137,109%,332 822,460 000,418 175,138%,382 390,460 000,457 231,120%,355 354,460 000,440 078,129%,408 605,510 000,527 011,125%,480 321,512 400,,107%,489 170,512 400,,105%,508 683,512 400,,101%,457 630,510 000,,111%,379 793,410 000,,108%,371 283,410 000,,110%,363 989,410 000,,113%
2.9.2.,Расходные материалы,,0,0,1 503,,,,,,,,,,,,1 503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.3.,Содержание и ремонт помещений,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.4.,Инструменты и инвентарь,,0,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.5.,"Униформа, спецодежда",,35 320,30 000,0,85%,,0,,,,,,,,,,,,,,,,,,,,,,,35 320,30 000,,85%,,,,,,,,,,,,,,,,,,,,
2.9.6.,"Бытовая техника и оборудование, мебель",,0,0,1 140,,,0,,,,,,,,,,,,,,,,,1 140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.7.,Прочие расходы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.10.,Коммунальные платежи,,19 882 420,22 011 508,11 120 224,111%,1 311 754,2 250 208,2 250 208,172%,2 310 269,2 063 100,2 511 032,89%,878 870,1 504 100,2 661 540,171%,1 812 176,1 648 100,2 070 357,91%,1 579 856,1 380 000,1 627 087,87%,1 173 679,1 323 000,0,113%,1 267 309,1 695 000,0,134%,1 355 194,1 560 000,0,115%,1 507 698,1 563 000,0,104%,2 229 638,2 235 000,0,100%,1 375 617,2 095 000,0,152%,3 080 360,2 695 000,0,87%
2.10.1.,Электроэнергия,,10 001 755,12 701 809,7 134 587,127%,917 000,1 501 809,1 501 809,164%,1 627 255,1 300 000,1 760 511,80%,407 199,950 000,1 814 769,233%,812 488,800 000,1 291 481,98%,516 304,750 000,766 017,145%,649 216,750 000,,116%,239 858,800 000,,334%,585 876,850 000,,145%,736 520,950 000,,129%,979 562,1 150 000,,117%,771 877,1 250 000,,162%,1 758 600,1 650 000,,94%
2.10.2.,Аренда земельных участков,,2 425 115,735 000,506 833,30%,108 294,,,0%,108 294,,130 561,0%,,,,,245 000,245 000,121 840,100%,580 006,,254 432,0%,91 469,,,0%,339 533,245 000,,72%,90 245,,,0%,335 125,,,0%,404 709,245 000,,61%,122 440,,,0%,,,,
2.10.3.,Водоотведение,,1 234 211,1 217 914,441 904,99%,123 713,51 914,51 914,42%,92 000,80 000,50 000,87%,85 491,86 000,110 800,101%,133 915,135 000,119 418,101%,82 260,85 000,109 772,103%,108 994,110 000,,101%,181 011,185 000,,102%,88 985,100 000,,112%,127 733,130 000,,102%,50 000,80 000,,160%,80 000,85 000,,106%,80 109,90 000,,112%
2.10.4.,"Теплоэнергия, Дрова",Дрова для бань и пеллеты,2 514 143,3 423 200,1 697 116,136%,,423 200,423 200,,337 200,420 000,460 912,125%,11 000,220 000,451 304,2000%,287 400,220 000,177 000,77%,52 143,130 000,184 700,249%,22 000,130 000,,591%,169 000,130 000,,77%,161 700,150 000,,93%,33 900,100 000,,295%,456 300,450 000,,99%,302 800,450 000,,149%,680 700,600 000,,88%
2.10.5.,"Вывоз ТБО, ЖБО",,989 351,1 287 000,393 190,130%,40 607,82 000,82 000,202%,33 000,85 000,39 048,258%,15 000,80 000,60 047,533%,45 000,80 000,112 048,178%,144 323,130 000,100 047,90%,99 000,110 000,,111%,90 107,110 000,,122%,174 438,180 000,,103%,54 000,100 000,,185%,124 719,100 000,,80%,,100 000,,,169 157,130 000,,77%
2.10.6.,Дератизация/Дезинсекция,,797 725,935 425,222 939,117%,35 000,45 125,45 125,129%,35 000,45 100,,129%,35 000,45 100,75 570,129%,151 000,45 100,21 000,30%,154 000,150 000,81 244,97%,62 000,100 000,,161%,100 000,100 000,,100%,35 000,80 000,,229%,35 000,80 000,,229%,84 000,85 000,,101%,,80 000,,,71 725,80 000,,112%
2.10.7.,Услуги ассенизаторской машины,,1 148 880,1 376 160,582 480,120%,65 640,136 160,136 160,207%,77 520,110 000,70 000,142%,112 280,100 000,111 800,89%,115 280,100 000,164 520,87%,,100 000,100 000,,121 500,100 000,,82%,100 800,100 000,,99%,145 520,150 000,,103%,185 420,180 000,,97%,102 640,100 000,,97%,50 000,100 000,,200%,72 280,100 000,,138%
2.10.8.,"Пожарная сигнализация, КТС,видеонаблюдение",,568 020,323 000,128 125,57%,21 500,10 000,10 000,47%,,23 000,,,21 500,23 000,37 250,107%,22 093,23 000,50 000,104%,39 000,23 000,30 875,59%,19 500,23 000,,118%,47 000,25 000,,53%,73 430,50 000,,68%,,23 000,,,27 708,25 000,,90%,48 500,30 000,,62%,247 789,45 000,,18%
2.10.11.,Лабораторные исследования,Анализ воды в водоеме,11 820,12 000,13 050,102%,,,,,,,,,,,,,,,13 050,,11 820,12 000,,102%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.10.12.,Прочие расходы,,191 400,0,0,0%,,,,,,,,,191 400,,,0%,,,,,,,,0%,,,,0%,,,,,,,,,,,,0%,,,,,,,,,,,,
2.11.,Прочие расходы (развлечения),,4 879 097,3 594 800,200 800,74%,939 577,74 800,74 800,8%,328 130,100 000,66 000,30%,157 300,100 000,60 000,64%,130 000,80 000,0,62%,130 000,160 000,0,123%,463 000,330 000,0,71%,269 660,360 000,0,134%,117 750,240 000,0,204%,396 742,230 000,0,58%,127 000,170 000,0,134%,42 000,50 000,0,119%,1 777 938,1 700 000,0,96%
2.11.1.,ФОТ,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.2.,"Расходные материалы,   гсм","ГСМ на эксплуатацию катера, яхты, снегоходов, гидроциклов",1 218 000,1 290 000,115 000,106%,80 000,,,0%,80 000,50 000,55 000,63%,70 000,70 000,60 000,100%,130 000,80 000,,62%,130 000,110 000,,85%,90 000,180 000,,200%,120 000,210 000,,175%,90 000,190 000,,211%,133 000,130 000,,98%,100 000,120 000,,120%,42 000,50 000,,119%,153 000,100 000,,65%
2.11.3.,Содержание и ремонт помещений,,126 000,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80 000,,,0%,,,,,,,,,46 000,,,0%
2.11.4.,Инструменты и инвентарь,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.5.,"Униформа, спецодежда",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.6.,"Детская комната, площадка",,29 637,0,0,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 637,,,0%,,,,,,,,,,,,
2.11.7.,Организация мероприятий,"затраты на фейерверки, фото зоны, музыкальное сопровождение, декор.",3 505 460,2 304 800,85 800,66%,859 577,74 800,74 800,9%,248 130,50 000,11 000,20%,87 300,30 000,,34%,,,,,,50 000,,,373 000,150 000,,40%,149 660,150 000,,100%,27 750,50 000,,180%,154 105,100 000,,65%,27 000,50 000,,185%,,,,,1 578 938,1 600 000,,101%
2.11.8.,"Бытовая техника и оборудование, мебель",,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.11.9.,Прочие расходы,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.12.,Реклама,"Реклама в интернете, соц  сетях, буклеты",2 075 230,2 731 060,937 262,132%,148 080,131 060,131 060,89%,105 600,200 000,217 102,189%,100 000,200 000,200 000,200%,233 220,250 000,153 100,107%,145 280,250 000,236 000,172%,188 000,300 000,,160%,260 000,300 000,,115%,100 000,300 000,,300%,165 050,200 000,,121%,180 000,200 000,,111%,200 000,200 000,,100%,250 000,200 000,,80%
,доля в выручке,,"1,1%","1,2%","1,9%",108%,"1,0%","1,1%","1,1%",115%,"1,1%","2,2%",0,209%,"0,9%","2,0%","2,1%",219%,"2,6%","2,7%","2,1%",104%,"0,9%","1,5%",0,159%,"1,0%","1,2%",,121%,,,,,,0,,,,0,,,0,0,,75%,0,0,,61%,0,0,,36%
2.13.,Налоги от зарплаты,запланировано меньше расчетной суммы,21 446 279,27 760 826,8 803 601,129%,1 318 960,1 855 826,1 489 678,141%,1 657 121,1 855 000,52 630,112%,1 718 899,2 100 000,3 832 700,122%,1 717 435,2 050 000,1 766 390,119%,1 669 309,2 500 000,1 662 203,150%,1 706 238,2 500 000,,147%,1 844 508,2 500 000,,136%,2 101 182,2 500 000,,119%,2 061 228,2 500 000,,121%,1 967 310,2 450 000,,125%,1 916 991,2 450 000,,128%,1 767 098,2 500 000,,141%
2.14.,Прочие налоги ,"туристический налог,  транспортный налог, за пользование водными ресурсами",415 837,599 000,245 327,144%,4 805,110 000,106 236,2289%,10 505,,,0%,,,19 387,,11 368,163 000,113 324,1434%,,,6 380,,,20 000,,,198 622,173 000,,87%,,,,,,,,,190 537,133 000,,70%,,,,,,,,
2.15.,Товары для перепродажи,,0,0,64 272,,0,0,0,,0,0,0,,0,0,9 816,,0,0,17 707,,0,0,36 749,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,
2.15.1.,СПиР,,0,0,64 272,,,,,,,,,,,,9 816,,,,17 707,,,,36 749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.15.2.,SPA,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.15.3.,Анимация,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого результат по операционной деятельности,,,3 746 193,32 998 104,-15 115 665,881%,804 565,-2 694 800,-2 424 469,-335%,-2 288 524,-4 305 811,-3 711 996,188%,844 413,-3 044 000,-5 567 722,-360%,-3 987 326,-4 049 100,-5 227 933,102%,1 548 054,1 206 200,1 925 279,78%,4 490 726,8 116 515,0,181%,12 145 886,13 302 900,0,110%,10 552 517,15 025 800,0,142%,-4 107 705,5 350 800,0,-130%,-4 817 666,451 800,0,-9%,-3 163 717,1 240 800,0,-39%,-8 270 030,2 397 000,0,-29%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16.,"Прочие налоги и платежи (прибыль, НДС), ",,18 282 720,0,2 530,0%,3 000 000,,,0%,4 800 000,,,0%,,,,,804 093,,2 530,0%,,,,,,,,,6 683,,,0%,,,,,,,,,18 661,,,0%,,,,, ,,,
,,,-14 536 527,32 998 104,,,,,,,,,,,,,,,,,,,,1 206 200,,,,8 116 515,,,,13 302 900,,,,15 025 800,,,,5 350 800,,,,451 800,,,,1 240 800,,,,2 397 000,,
,,,,8 249 526,,,,,,,,,,,,,,,,,,,,301 550,,,,2 029 129,,,,3 325 725,,,,3 756 450,,,,1 337 700,,,,,,,,310 200,,,,599 250,,
2.16.,Инвестиции,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16.1,Поступления,,64 288 802,0,,0%,,,,,,,,,,,,,55 114 697,,,0%,8 638 700,,,0%,535 405,,,0%,,,,,,,,,,,,,,,,,,,,,,,,
2.16.2,"Расходы по инвестиционным проектам, грант",,63 329 521,0,,0%,,,,,,,,,,0,3 000 000,,7 163 325,,,0%,21 071 267,,370 550,0%,14 166 710,,,0%,7 301 329,,,0%,10 107 851,,,0%,696 794,,,0%,,,,,,,,,2 822 245,,,0%
2.16.2.1,"Административные расходы (бытовки, отопление, склад АХО, офис.помещения)",,2 751 438,,,,,,,,,,,,,,,,39 000,,,,723 000,,,,1 100 894,,,,888 544,,,,,,,,,,,,,,,,,,,,,,,
2.16.2.2,Банкетный зал,,29 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,29 000,,,,,,,,,,,,,,,,,,,,,,,
2.16.2.3,"Банный комплекс (коммуникации, ремонт 2 эт., интерьер)",,4 372 587,,,,,,,,,,,,,,,,219 544,,,,2 410 615,,40 900,,1 565 328,,,,166 100,,,,11 000,,,,,,,,,,,,,,,,,,,
2.16.2.4,"Домики  (ремонт купольных домиков Суша, вода, ЛЕС - демонтаж /монтаж)",,12 589 571,,,,,,,,,,,,,,,,2 142 056,,,,3 014 264,,,,3 392 440,,,,3 279 061,,,,761 750,,,,,,,,,,,,,,,,,,,
2.16.2.5, Дороги,,825 730,,,,,,,,,,,,,,,,,,,,168 720,,,,56 520,,,,,,,,345 100,,,,255 390,,,,,,,,,,,,,,,
2.16.2.6,Земля (вывод из ОЗУ лесного участка 2 га (Лесная Поляна),,233 397,,,,,,,,,,,,,,,,233 397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16.2.7,Кухня,,230 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,206 000,,,,24 000,,,,,,,,,,,,,,,,,,,
2.16.2.8,Ландшафт,,732 365,,,,,,,,,,,,,,,,,,,,470 000,,,,262 365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.16.2.9, Навес,,2 176 000,,,,,,,,,,,,,,,,,,,,,,,,2 146 824,,,,29 176,,,,,,,,,,,,,,,,,,,,,,,
2.16.2.10," Ограждение територрии 1,5 ",,1 068 665,,,,,,,,,,,,,,,,,,,,,,,,731 560,,,,19 000,,,,318 105,,,,,,,,,,,,,,,,,,,
2.16.2.11,Падел  (строительство открытого корта),,10 088 660,,,,,,,,,,,,,,,,1 100 000,,,,7 548 933,,,,948 887,,,,,,,,238 170,,,,252 670,,,,,,,,,,,,,,,
2.16.2.12,Панорама баня  ( реконструкция увеличение до 6 чел.),,1 319 269,,,,,,,,,,,,,,,,,,,,469 777,,,,69 783,,,,773 309,,,,,,,,,,,,,,,,,,,,6 400,,,
2.16.2.13,Приобритение дома ,,7 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 000 000,,,,,,,,,,,,,,,,,,,
2.16.2.14,"Реконстр Ресторан  (ремонт купола, пристройка кухни, увеличение посадочных мест д",,12 395 429,,,,,,,,,,,,,,,,1 670 050,,,,3 705 958,,,,3 274 387,,,,2 736 185,,,,839 287,,,,169 562,,,,,,,,,,,,,,,
2.16.2.15," Ресепшен  (Строительство нового здания Ресепшен, 2 гольфкара, 1 электроцикл)",,4 936 274,,,,,,,,,,,,,,,,1 675 880,,,,2 560 000,,,,617 722,,,,63 500,,,,,,,,19 172,,,,,,,,,,,,,,,
2.16.2.16,Разное,,983 538,,,,,,,,,,,,,,,,83 398,,,,,,329 650,,,,,,,,,,,,,,,,,,,,,,,,,,900 140,,,
2.16.2.17,Грант на детскую площадку,,1 597 600,,,,,,,,,,,,,,3 000 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 597 600,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого по инвестиционной деятельности ,,,959 281,,,0%,,,,,,,,,,0,-3 000 000,,47 951 372,0,0,0%,-12 432 567,0,-370 550,0%,-13 631 305,,,0%,-7 301 329,,,0%,-10 107 851,0,0,,-696 794,0,0,,0,0,0,,0,0,0,,-2 822 245,0,0,
,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.17.,Финансовая деятельность,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.17.1,Получение кредитов/займов,,74 140 000,7 500 000,31 885 000,10%,12 500 000,3 750 000,3 750 000,30%,,3 750 000,,,,,8 435 000,,,,4 700 000,,10 000 000,,15 000 000,0%,10 000 000,,,0%,,,,,,,,,5 000 000,,,0%,9 000 000,,,0%,6 400 000,,,0%,21 240 000,,,0%
2.17.2,Овернайт,,402 194,8 716,31 176,2%,,8 716,8 716,,1 851,,,0%,,,8 347,,17 748,,7 356,0%,189 501,,6 757,0%,37 705,,,0%,19 854,,,0%,46 667,,,0%,5 786,,,0%,47 785,,,0%,10 142,,,0%,25 155,,,0%
2.17.3,Погашение  кредитов и процентов,,56 339 223,40 400 000,24 658 380,72%,2 116 899,2 000 000,2 000 000,94%,2 086 876,2 000 000,2 000 001,96%,3 108 043,2 000 000,2 000 000,64%,33 187 162,2 000 000,2 058 379,6%,2 851 869,11 600 000,16 600 000,407%,2 560 129,10 800 000,,422%,2 657 674,,,0%,2 308 511,,,0%,2 650 828,5 000 000,,189%,2 846 877,5 000 000,,176%,2 753 348,,,0%,2 718 239,,,0%
,%,,7 294 268,4 632 216,,,458 235,712 235,717 880,,929 797,689 039,678 673,,,599 663,584 167,,,638 271,552 164,,,592 343,30 491,,,485 542,,,,337 315,,,,193 644,,,,193 644,,,,165 534,,,,24 986,,,,,,
2.17.4,Выплаты собственникам,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Итого по финансовой деятельности ,,,18 202 971,-32 891 284,7 257 796,-181%,10 383 101,1 758 716,1 758 716,17%,-2 085 025,1 750 000,,-84%,-3 108 043,-2 599 663,5 859 180,84%,-33 169 414,-2 638 271,2 096 813,8%,7 337 632,-11 600 000,-1 623 734,-158%,7 477 576,-10 800 000,0,-144%,-2 637 820,0,0,0%,-2 261 844,0,0,0%,2 354 958,-5 000 000,0,-212%,6 200 908,-5 000 000,0,-81%,3 656 794,0,0,0%,18 546 916,0,,0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Общий  результат по ДДС,,,-21 830 795,21 274 416,-15 087 019,-97%,8 187 666,-3 398 319,-3 133 633,-42%,-9 173 549,-2 555 811,-3 711 996,28%,-2 263 630,-5 643 663,-2 708 542,249%,9 990 539,-4 687 371,-5 775 271,-47%,-3 546 881,312 307,301 545,-9%,-1 663 003,5 601 844,0,-337%,12 159 057,9 639 860,0,79%,-1 817 178,11 075 706,0,-610%,-2 449 541,3 819 456,0,-156%,1 364 581,286 266,0,21%,493 077,905 614,0,184%,7 454 641,1 797 750,0,24%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ФОТ ОБЩИЙ,,67 639 597,73 548 023,28 515 396,109%,4 851 097,6 338 123,6 338 123,131%,4 389 153,5 505 000,5 518 936,125%,4 403 310,5 552 400,5 357 354,126%,4 379 401,5 425 500,5 584 205,124%,5 449 260,6 522 500,5 716 778,120%,5 627 153,6 524 900,,116%,6 443 476,6 524 900,,101%,7 497 875,6 530 100,,87%,6 474 599,6 527 700,,101%,6 324 051,6 027 700,,95%,6 032 318,6 027 700,,100%,5 767 904,6 041 500,,105%
,% от выручки,,"36,53","32,50","57,52",89%,"31,68","53,84","53,66",170%,"44,16","61,17",,139%,"40,51","55,85","57,32","137,88","48,01","57,87","78,07","120,52","34,27","37,92",,"110,65","29,24","25,63",,"87,66","21,93","19,92",,"90,82","24,96","18,89",,76%,43%,29%,,67%,58%,37%,,64%,61%,37%,,61%,61%,29%,,47%
,,,"-21 830 795,00","28 365 888,00",,,,,,,,,,,,"-599 663,00",,,,"-638 271,00",,,,"613 857,00",,,,"7 630 973,00",,,,"12 965 585,00",,,,"14 832 156,00",,,,"5 157 156,00",,,,"286 266,00",,,,"1 215 814,00",,,,"2 397 000,00",,
,,,,7091472,"21 274 416,00",,,,,,,,,,,"-149915,75",,,,"-159567,75",,,,"153464,25",,,,"1907743,25",,,,"3241396,25",,,,3708039,,,,1289289,,,,"71566,5",,,,"303953,5",,,,599250,,
,,,,101 308 849,,,,,,,,,,,,,,,,,,,,9 022 500,,,,9 024 900,,,,9 024 900,,,,9 030 100,,,,9 027 700,,,,8 477 700,,,,,,,,,,
Комментарии,,Структура затрат по операционной деятельности,,Сумма затрат,Процент в затратах,,Вывод по бюджету,,,,,,,,,,,,,34 904 159,,,,38 657 800,,,,,,,,,,,,,,,,,11 049 671,,,,,,,,,,,,,
,,"Всего планируемые затраты в 2026  году, в т.ч",148 243 686,193 306 884,100%,,,,,,,,,,,,14 687 442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"ФОТ составляет более 50% в затратах. Зарплата запланирована с учетом сезонности работ и показана с  договорами ГПХ и ИП. На сезонные работы будут привлекаться дополнительный персонал.  Но налог расчитан не на всю зарплату, а снижен  из-за оплаты части зарплаты  ИП.",ФОТ (зарплата+налоги),89 085 876,101 308 849,"52,4%",,79%,"Самые большие суммы - это ФОТ, продукты питания, коммунальные платежи и химчистка. Вместе они составляют 79%",,,,,,,,,9 190 054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Продукты запланированы с учетом  снижение фудкоста путем разработки нового меню, новых методов работы ресторана.",продукты питания,22 429 516,20 827 896,"10,8%",,6%,"6%  составляют: комплектация номеров, бытовая химия. хоз.товары (хорека),доставка персонала",,,,,,,,,748 313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланированы одноразовые принадлежности из расчета 480 руб. на номер, согласно перечня комплектации номеров (гели, шампуни, тапочки, чай, сахар, зубная паста, вода бутылированная и т.д.) . ",Комплектация номеров,3 598 079,3 927 360,"2,0%",,85%,ИТОГО  85 %  в затратах. Это основные затраты отеля.,,,,,,,,,111 150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланированы чистящие и моющие средства и расходные материалы согласно перечня и норм расхода на уборку помещений, которые нельзя снижать,  а также хоз. товары взамен сломанных для номеров и ресторана по статистике предыдущего периода","Бытовая химия, хоз товары(хорека)",4 390 025,4 118 456,"2,1%",,"Все остальные затраты составляют 15 % в общих затратах. Они  расчитаны либо по  обязательствам платежам, которые тоже нельзя снизить, либо по  оптимальному потребленю из расчета самого необходимого.",,,,,,,,,,133 440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Затраты составляют всего 1,4 % , и от них зависит комфорт клиентов, поэтому снижать не рекомендуется. Запланированы затраты по статистике прошлых лет на бытовую технику (утюги, фены, чайники),  посуду,  скатерти на замену старых . Расходные материалы для ресторана: фольга, бумага для выпечки, перчатки, губки и т.д. Для СПА: веники, гели, шампуни, тапочки.","Бытовая техника, посуда, текстиль, расходные материалы",2 503 092,2 940 401,"1,5%",,"По 2026 году по операционной деятельности планируется прибыль в размере 33,3 млн руб. Но с учетом запланированной выплаты по кредитам  и процентам по кредитам в сумме 37,5 млн. руб. общий  результат будет отрицательный",,,,,,,,,,106 167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"При интенсивной эксплуатации необходимо постоянно выполнять небольшие ремонты помещений.  Запланированы затраты по статистике за предыдущий период (ремонтно-строительные материалы: гвозди, саморезы, доски, трубы;  ковролин, лампочки, розетки, краны, выключатели, радиаторы, замки и т.д.)и составляют всего 0,4%",ТО и ремонт помещений,1 165 000,1 039 334,"0,5%",,,,,,,,,,,,2 496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Запланирован в основном ремонт оборудования, запчасти и услуги сторонних организаций. Покупка нового оборудования только в исключительных случаях ","Покупка, ТО и ремонт оборудования",,1 780 887,"0,9%",,,,,,,,,,,,11 930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"запчасти и услуги организаций по ремонту транспорта (яхта, катер, гидроциклы, снегоходы)",ТО и ремонт транспорта,,603 500,"0,3%",,,,,,,,,,,,2 016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Обязательна для персонала ,Униформа,,155 000,"0,1%",,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Запланированы по статистике прошлого периода с учетом изменения тарифов. ,Коммунальные платежи,19 882 420,22 011 508,"11,4%",,,,,,,,,,,,2 661 540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Канц товары по статистике прошлого периода. Орг. Техника по мере необходимости взамен устаревшей или для нового рабочего места,Канц. товары и орг. техника,,619 603,"0,3%",,,,,,,,,,,,79 844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,"Услуги организаций, всего в т.ч.",,25 782 359,"13,3%",,,,,,,,,,,,1 376 820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Самая большая сумма по услугам. Но снизить затраты нельзя, так как стирка запланирована с учетом загрузки номеров из расчета 100 руб. за кг. (на один номер затраты составляют 900 руб.)","стирка, химчистка, клининг",7 206 086,8 651 050,"4,5%",,,,,,,,,,,,414 490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Обслуживание котлов согласно договору, снизить нельзя. Чистка канализации, ремонт электросетей по статистике прошлого перида",ТО и ремонт инженерных сетей,1 057 781,1 220 000,"0,6%",,,,,,,,,,,,100 000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Очистка снега, уборка территории, обрезка веток, вывоз мусора- по статистике прошлого периода",Содержание территории отеля,732 420,1 693 500,"0,9%",,4 010 500,,,,,,,,,,81 154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
