,,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%,,Пл 2026,Фкт 2026,Δ%,Фкт 2025,ΔLY%,Фкт 2024,ΔLLY%
  ▶ ИТОГО Выручка,,11 771 073 ₽,11 810 650 ₽,"+0,3%",15 137 012 ₽,"-22,0%",10 060 896 ₽,"+17,4%",8 999 500 ₽,7 870 525 ₽,"-12,5%",9 939 818 ₽,"-20,8%",10 154 038 ₽,"-22,5%",9 941 000 ₽,9 345 945 ₽,"-6,0%",10 869 998 ₽,"-14,0%",10 005 084 ₽,"-6,6%",9 376 000 ₽,7 070 733 ₽,"-24,6%",9 121 381 ₽,"-22,5%",11 973 285 ₽,"-40,9%",17 202 200 ₽,13 142 152 ₽,"-23,6%",15 902 570 ₽,"-17,4%",15 255 914 ₽,"-13,9%",25 458 915 ₽,13 500 000 ₽,"-47,0%",19 247 689 ₽,"-29,9%",31 152 241 ₽,"-56,7%",32 760 300 ₽,,"-100,0%",29 380 911 ₽,"-100,0%",33 155 829 ₽,"-100,0%",34 577 000 ₽,,"-100,0%",30 042 180 ₽,"-100,0%",29 663 093 ₽,"-100,0%",22 600 000 ₽,,"-100,0%",14 955 108 ₽,"-100,0%",16 608 218 ₽,"-100,0%",16 355 000 ₽,,"-100,0%",10 992 958 ₽,"-100,0%",11 768 606 ₽,"-100,0%",16 291 000 ₽,,"-100,0%",9 953 910 ₽,"-100,0%",10 006 682 ₽,"-100,0%",20 973 000 ₽,,"-100,0%",9 417 837 ₽,"-100,0%",10 750 757 ₽,"-100,0%",,226 304 988 ₽,56 140 005 ₽,"-75,2%",184 961 372 ₽,"-69,6%",200 554 643 ₽,"-72,0%"
"    Доля номерного фонда, %",,"58,3%","58,5%","+0,1%","56,9%","+1,6%","70,4%","-11,9%","59,9%","57,6%","-2,3%","60,4%","-2,9%","70,5%","-12,9%","56,4%","52,3%","-4,0%","52,5%","-0,1%","61,4%","-9,0%","58,3%","56,4%","-1,9%","51,5%","+4,9%","62,5%","-6,1%","63,2%","56,4%","-6,8%",,"+56,4%",,"+56,4%",,"51,1%","+51,1%",,"+51,1%",,"+51,1%",,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,"62,3%","61,7%","-0,6%","58,0%","+3,7%","58,2%","+3,5%"
  💸  РАСХОДЫ (Costs & Expenses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Фонд оплаты труда (ФОТ),,8 193 949 ₽,8 436 339 ₽,"+3,0%",8 180 444 ₽,"+3,1%",3 836 495 ₽,"+119,9%",7 360 000 ₽,7 274 904 ₽,"-1,2%",6 920 752 ₽,"+5,1%",4 115 218 ₽,"+76,8%",7 652 400 ₽,7 370 448 ₽,"-3,7%",6 122 209 ₽,"+20,4%",3 878 414 ₽,"+90,0%",7 475 500 ₽,7 253 809 ₽,"-3,0%",6 096 836 ₽,"+19,0%",3 792 965 ₽,"+91,2%",9 022 500 ₽,7 447 397 ₽,"-17,5%",7 118 569 ₽,"+4,6%",4 027 923 ₽,"+84,9%",9 024 900 ₽,,"-100,0%",7 333 391 ₽,"-100,0%",4 982 115 ₽,"-100,0%",9 024 900 ₽,,"-100,0%",8 287 984 ₽,"-100,0%",5 856 186 ₽,"-100,0%",9 030 100 ₽,,"-100,0%",9 599 057 ₽,"-100,0%",5 768 884 ₽,"-100,0%",9 027 700 ₽,,"-100,0%",8 535 827 ₽,"-100,0%",5 163 394 ₽,"-100,0%",8 477 700 ₽,,"-100,0%",8 291 361 ₽,"-100,0%",5 478 223 ₽,"-100,0%",8 477 700 ₽,,"-100,0%",7 949 309 ₽,"-100,0%",5 251 760 ₽,"-100,0%",8 541 500 ₽,,"-100,0%",7 535 002 ₽,"-100,0%",5 492 710 ₽,"-100,0%",,"101 308 849,0","37 782 897,0","-62,7%","91 970 741,0","-58,9%","57 644 287,0","-34,5%"
    Продукты & напитки,,1 526 896 ₽,1 492 914 ₽,"-2,2%",1 817 309 ₽,"-17,9%",1 246 911 ₽,"+19,7%",1 044 000 ₽,830 471 ₽,"-20,5%",960 097 ₽,"-13,5%",983 526 ₽,"-15,6%",1 075 000 ₽,1 055 965 ₽,"-1,8%",1 234 724 ₽,"-14,5%",1 215 097 ₽,"-13,1%",955 000 ₽,716 058 ₽,"-25,0%",1 388 436 ₽,"-48,4%",1 411 873 ₽,"-49,3%",1 495 000 ₽,997 525 ₽,"-33,3%",2 095 704 ₽,"-52,4%",2 325 136 ₽,"-57,1%",2 292 000 ₽,,"-100,0%",2 447 982 ₽,"-100,0%",5 212 336 ₽,"-100,0%",2 990 000 ₽,,"-100,0%",3 297 922 ₽,"-100,0%",4 305 913 ₽,"-100,0%",3 335 000 ₽,,"-100,0%",3 292 987 ₽,"-100,0%",3 996 770 ₽,"-100,0%",2 160 000 ₽,,"-100,0%",2 095 788 ₽,"-100,0%",2 589 268 ₽,"-100,0%",1 260 000 ₽,,"-100,0%",1 707 024 ₽,"-100,0%",1 358 453 ₽,"-100,0%",1 205 000 ₽,,"-100,0%",1 104 792 ₽,"-100,0%",1 265 496 ₽,"-100,0%",1 490 000 ₽,,"-100,0%",986 751 ₽,"-100,0%",1 875 188 ₽,"-100,0%",,"20 827 896,0","5 092 933,0","-75,5%","22 429 516,0","-77,3%","27 785 967,0","-81,7%"
   (F&B cost),,40%,40%,"-0,9%",39%,"+0,6%",44%,"-4,8%",40%,34%,"-6,9%",37%,"-3,6%",36%,"-2,5%",32%,30%,"-1,7%",31%,"-0,3%",41%,"-11,0%",32%,31%,"-1,2%",39%,"-8,2%",41%,"-10,1%",30%,25%,"-5,8%",37%,"-12,6%",40%,"-15,3%",30%,#DIV/0!,#DIV/0!,32%,#DIV/0!,40%,#DIV/0!,30%,#DIV/0!,#DIV/0!,32%,#DIV/0!,36%,#DIV/0!,30%,#DIV/0!,#DIV/0!,32%,#DIV/0!,36%,#DIV/0!,30%,#DIV/0!,#DIV/0!,40%,#DIV/0!,39%,#DIV/0!,30%,#DIV/0!,#DIV/0!,55%,#DIV/0!,40%,#DIV/0!,30%,#DIV/0!,#DIV/0!,41%,#DIV/0!,42%,#DIV/0!,30%,#DIV/0!,#DIV/0!,40%,#DIV/0!,68%,#DIV/0!,,32%,32%,"+0,1%",36%,"-4,5%",40%,"-8,1%"
    Коммунальные услуги,,2 250 208 ₽,2 679 815 ₽,"+19,1%",1 311 754 ₽,"+104,3%",1 635 572 ₽,"+63,8%",2 063 100 ₽,2 215 340 ₽,"+7,4%",2 310 269 ₽,"-4,1%",1 879 770 ₽,"+17,9%",1 504 100 ₽,2 049 824 ₽,"+36,3%",1 288 466 ₽,"+59,1%",2 029 451 ₽,"+1,0%",1 648 100 ₽,1 267 782 ₽,"-23,1%",1 812 176 ₽,"-30,0%",1 281 684 ₽,"-1,1%",1 380 000 ₽,1 136 672 ₽,"-17,6%",1 579 856 ₽,"-28,1%",1 003 261 ₽,"+13,3%",1 323 000 ₽,,"-100,0%",1 173 679 ₽,"-100,0%",686 736 ₽,"-100,0%",1 695 000 ₽,,"-100,0%",1 267 309 ₽,"-100,0%",964 692 ₽,"-100,0%",1 560 000 ₽,,"-100,0%",1 355 194 ₽,"-100,0%",958 652 ₽,"-100,0%",1 563 000 ₽,,"-100,0%",1 507 698 ₽,"-100,0%",1 068 444 ₽,"-100,0%",2 235 000 ₽,,"-100,0%",2 229 638 ₽,"-100,0%",1 012 789 ₽,"-100,0%",2 095 000 ₽,,"-100,0%",1 375 617 ₽,"-100,0%",1 556 942 ₽,"-100,0%",2 695 000 ₽,,"-100,0%",3 080 360 ₽,"-100,0%",2 311 356 ₽,"-100,0%",,"22 011 508,0","9 349 433,0","-57,5%","20 292 016,0","-53,9%","16 389 349,0","-43,0%"
"    Услуги (стирка, химчиска)",,362 050 ₽,427 493 ₽,"+18,1%",580 989 ₽,"-26,4%",104 108 ₽,"+310,6%",335 000 ₽,339 727 ₽,"+1,4%",376 369 ₽,"-9,7%",469 901 ₽,"-27,7%",440 000 ₽,394 133 ₽,"-10,4%",440 205 ₽,"-10,5%",349 328 ₽,"+12,8%",440 000 ₽,362 934 ₽,"-17,5%",763 725 ₽,"-52,5%",351 720 ₽,"+3,2%",712 000 ₽,434 996 ₽,"-38,9%",650 255 ₽,"-33,1%",373 485 ₽,"+16,5%",1 185 000 ₽,,"-100,0%",911 066 ₽,"-100,0%",536 951 ₽,"-100,0%",1 000 000 ₽,,"-100,0%",640 858 ₽,"-100,0%",707 177 ₽,"-100,0%",1 000 000 ₽,,"-100,0%",731 530 ₽,"-100,0%",1 060 245 ₽,"-100,0%",947 000 ₽,,"-100,0%",845 619 ₽,"-100,0%",777 458 ₽,"-100,0%",720 000 ₽,,"-100,0%",515 043 ₽,"-100,0%",291 597 ₽,"-100,0%",690 000 ₽,,"-100,0%",488 441 ₽,"-100,0%",430 280 ₽,"-100,0%",820 000 ₽,,"-100,0%",410 275 ₽,"-100,0%",642 840 ₽,"-100,0%",,"8 651 050,0","1 959 283,0","-77,4%","7 354 375,0","-73,4%","6 095 090,0","-67,9%"
"    Хоз. товары (хорека), бытовая химия, расход.материалы",,223 857 ₽,30 884 ₽,"-86,2%",514 117 ₽,"-94,0%",503 724 ₽,"-93,9%",255 000 ₽,310 926 ₽,"+21,9%",278 640 ₽,"+11,6%",240 074 ₽,"+29,5%",210 000 ₽,210 313 ₽,"+0,1%",217 187 ₽,"-3,2%",494 643 ₽,"-57,5%",330 000 ₽,117 096 ₽,"-64,5%",446 536 ₽,"-73,8%",538 166 ₽,"-78,2%",648 000 ₽,182 371 ₽,"-71,9%",792 665 ₽,"-77,0%",674 789 ₽,"-73,0%",780 000 ₽,,"-100,0%",674 253 ₽,"-100,0%",875 615 ₽,"-100,0%",1 125 000 ₽,,"-100,0%",779 809 ₽,"-100,0%",1 162 527 ₽,"-100,0%",1 150 000 ₽,,"-100,0%",839 190 ₽,"-100,0%",671 079 ₽,"-100,0%",520 000 ₽,,"-100,0%",460 169 ₽,"-100,0%",504 527 ₽,"-100,0%",625 000 ₽,,"-100,0%",592 424 ₽,"-100,0%",462 749 ₽,"-100,0%",362 000 ₽,,"-100,0%",338 519 ₽,"-100,0%",846 445 ₽,"-100,0%",830 000 ₽,,"-100,0%",1 016 589 ₽,"-100,0%",829 308 ₽,"-100,0%",,"7 058 857,0","851 590,0","-87,9%","6 950 098,0","-87,7%","7 803 646,0","-89,1%"
"    Комлектация номеров, руб.",,32 360 ₽,6 565 ₽,"-79,7%",200 288 ₽,"-96,7%",258 208 ₽,"-97,5%",170 000 ₽,232 293 ₽,"+36,6%",164 469 ₽,"+41,2%",295 435 ₽,"-21,4%",220 000 ₽,180 508 ₽,"-18,0%",201 257 ₽,"-10,3%",249 253 ₽,"-27,6%",215 000 ₽,307 183 ₽,"+42,9%",175 170 ₽,"+75,4%",243 615 ₽,"+26,1%",335 000 ₽,183 333 ₽,"-45,3%",444 372 ₽,"-58,7%",498 586 ₽,"-63,2%",420 000 ₽,,"-100,0%",336 326 ₽,"-100,0%",391 100 ₽,"-100,0%",505 000 ₽,,"-100,0%",350 798 ₽,"-100,0%",510 120 ₽,"-100,0%",505 000 ₽,,"-100,0%",910 920 ₽,"-100,0%",605 303 ₽,"-100,0%",410 000 ₽,,"-100,0%",222 640 ₽,"-100,0%",350 620 ₽,"-100,0%",355 000 ₽,,"-100,0%",233 437 ₽,"-100,0%",307 899 ₽,"-100,0%",340 000 ₽,,"-100,0%",71 805 ₽,"-100,0%",355 300 ₽,"-100,0%",420 000 ₽,,"-100,0%",286 597 ₽,"-100,0%",325 600 ₽,"-100,0%",,"3 927 360,0","909 882,0","-76,8%","3 598 079,0","-74,7%","4 391 039,0","-79,3%"
    Доставка персонала,,250 000 ₽,175 024 ₽,"-30,0%",227 000 ₽,"-22,9%",323 227 ₽,"-45,9%",250 000 ₽,332 329 ₽,"+32,9%",349 612 ₽,"-4,9%",260 800 ₽,"+27,4%",250 000 ₽,287 374 ₽,"+14,9%",313 170 ₽,"-8,2%",238 540 ₽,"+20,5%",250 000 ₽,145 291 ₽,"-41,9%",196 000 ₽,"-25,9%",238 000 ₽,"-39,0%",280 000 ₽,208 618 ₽,"-25,5%",226 772 ₽,"-8,0%",248 550 ₽,"-16,1%",280 000 ₽,,"-100,0%",211 774 ₽,"-100,0%",268 960 ₽,"-100,0%",300 000 ₽,,"-100,0%",285 774 ₽,"-100,0%",271 500 ₽,"-100,0%",360 000 ₽,,"-100,0%",364 515 ₽,"-100,0%",265 269 ₽,"-100,0%",280 000 ₽,,"-100,0%",245 757 ₽,"-100,0%",221 000 ₽,"-100,0%",280 000 ₽,,"-100,0%",269 059 ₽,"-100,0%",236 000 ₽,"-100,0%",280 000 ₽,,"-100,0%",210 000 ₽,"-100,0%",201 000 ₽,"-100,0%",265 000 ₽,,"-100,0%",215 266 ₽,"-100,0%",246 000 ₽,"-100,0%",,"3 325 000,0","1 148 636,0","-65,5%","3 114 699,0","-63,1%","3 018 846,0","-62,0%"
    Реклама,,131 060 ₽,97 913 ₽,"-25,3%",148 080 ₽,"-33,9%",35 827 ₽,"+173,3%",200 000 ₽,96 538 ₽,"-51,7%",105 600 ₽,"-8,6%",123 226 ₽,"-21,7%",200 000 ₽,154 071 ₽,"-23,0%",67 780 ₽,"+127,3%",232 366 ₽,"-33,7%",250 000 ₽,176 468 ₽,"-29,4%",233 220 ₽,"-24,3%",139 216 ₽,"+26,8%",250 000 ₽,137 543 ₽,"-45,0%",145 280 ₽,"-5,3%",146 377 ₽,"-6,0%",300 000 ₽,,"-100,0%",188 000 ₽,"-100,0%",211 757 ₽,"-100,0%",300 000 ₽,,"-100,0%",260 000 ₽,"-100,0%",88 242 ₽,"-100,0%",300 000 ₽,,"-100,0%",100 000 ₽,"-100,0%",141 158 ₽,"-100,0%",200 000 ₽,,"-100,0%",165 050 ₽,"-100,0%",246 276 ₽,"-100,0%",200 000 ₽,,"-100,0%",180 000 ₽,"-100,0%",329 356 ₽,"-100,0%",200 000 ₽,,"-100,0%",200 000 ₽,"-100,0%",128 979 ₽,"-100,0%",200 000 ₽,,"-100,0%",250 000 ₽,"-100,0%",203 191 ₽,"-100,0%",,"2 731 060,0","662 533,0","-75,7%","2 043 010,0","-67,6%","2 025 971,0","-67,3%"
"     ПО,  TravelLine, интернет, связь",,200 467 ₽,232 457 ₽,"+16,0%",194 366 ₽,"+19,6%",121 571 ₽,"+91,2%",395 011 ₽,204 687 ₽,"-48,2%",184 636 ₽,"+10,9%",150 091 ₽,"+36,4%",382 500 ₽,367 222 ₽,"-4,0%",280 461 ₽,"+30,9%",150 260 ₽,"+144,4%",392 500 ₽,245 900 ₽,"-37,4%",293 285 ₽,"-16,2%",278 402 ₽,"-11,7%",483 500 ₽,365 387 ₽,"-24,4%",578 556 ₽,"-36,8%",261 063 ₽,"+40,0%",512 500 ₽,,"-100,0%",459 502 ₽,"-100,0%",265 455 ₽,"-100,0%",537 500 ₽,,"-100,0%",485 489 ₽,"-100,0%",439 944 ₽,"-100,0%",647 500 ₽,,"-100,0%",645 139 ₽,"-100,0%",371 702 ₽,"-100,0%",542 500 ₽,,"-100,0%",407 809 ₽,"-100,0%",316 314 ₽,"-100,0%",447 500 ₽,,"-100,0%",372 460 ₽,"-100,0%",326 130 ₽,"-100,0%",387 500 ₽,,"-100,0%",257 898 ₽,"-100,0%",246 985 ₽,"-100,0%",402 500 ₽,,"-100,0%",440 703 ₽,"-100,0%",377 047 ₽,"-100,0%",,"5 331 478,0","1 415 653,0","-73,4%","4 600 304,0","-69,2%","3 304 964,0","-57,2%"
"    Прочее (услуги сторонних организаций: содержание и ремонт оборуд. и зданий, содержание территории и др) ",,1 295 026 ₽,1 407 866 ₽,"+8,7%",784 814 ₽,"+79,4%",773 447 ₽,"+82,0%",1 233 200 ₽,862 904 ₽,"-30,0%",388 234 ₽,"+122,3%",601 316 ₽,"+43,5%",1 051 000 ₽,361 498 ₽,"-65,6%",160 126 ₽,"+125,8%",440 386 ₽,"-17,9%",1 469 000 ₽,294 301 ₽,"-80,0%",1 703 323 ₽,"-82,7%",1 556 691 ₽,"-81,1%",1 390 000 ₽,393 584 ₽,"-71,7%",722 487 ₽,"-45,5%",740 740 ₽,"-46,9%",1 225 000 ₽,,"-100,0%",1 020 990 ₽,"-100,0%",1 693 356 ₽,"-100,0%",1 980 000 ₽,,"-100,0%",1 579 082 ₽,"-100,0%",3 583 787 ₽,"-100,0%",1 663 600 ₽,,"-100,0%",1 651 131 ₽,"-100,0%",1 840 504 ₽,"-100,0%",1 599 000 ₽,,"-100,0%",4 576 456 ₽,"-100,0%",1 676 453 ₽,"-100,0%",1 303 000 ₽,,"-100,0%",1 420 178 ₽,"-100,0%",1 714 702 ₽,"-100,0%",1 013 000 ₽,,"-100,0%",1 121 246 ₽,"-100,0%",937 280 ₽,"-100,0%",2 912 000 ₽,,"-100,0%",3 466 324 ₽,"-100,0%",6 296 578 ₽,"-100,0%",,"18 133 826,0","3 320 153,0","-81,7%","18 594 391,0","-82,1%","21 855 240,0","-84,8%"
  ▶ ИТОГО Расходы,,14 465 873 ₽,14 987 270 ₽,"+3,6%",13 959 161 ₽,"+7,4%",8 839 090 ₽,"+69,6%",13 305 311 ₽,12 700 119 ₽,"-4,5%",12 038 678 ₽,"+5,5%",9 119 357 ₽,"+39,3%",12 985 000 ₽,12 431 356 ₽,"-4,3%",10 325 585 ₽,"+20,4%",9 277 738 ₽,"+34,0%",13 425 100 ₽,10 886 791 ₽,"-18,9%",13 108 707 ₽,"-16,9%",9 832 332 ₽,"+10,7%",15 996 000 ₽,11 487 426 ₽,"-28,2%",14 354 516 ₽,"-20,0%",10 299 910 ₽,"+11,5%",17 342 400 ₽,,"-100,0%",14 756 963 ₽,"-100,0%",15 124 381 ₽,"-100,0%",19 457 400 ₽,,"-100,0%",17 235 025 ₽,"-100,0%",17 890 088 ₽,"-100,0%",19 551 200 ₽,,"-100,0%",19 489 663 ₽,"-100,0%",15 679 566 ₽,"-100,0%",17 249 200 ₽,,"-100,0%",19 062 813 ₽,"-100,0%",12 913 754 ₽,"-100,0%",15 903 200 ₽,,"-100,0%",15 810 625 ₽,"-100,0%",11 517 898 ₽,"-100,0%",15 050 200 ₽,,"-100,0%",13 117 627 ₽,"-100,0%",11 220 467 ₽,"-100,0%",18 576 000 ₽,,"-100,0%",17 687 867 ₽,"-100,0%",18 599 819 ₽,"-100,0%",,193 306 884 ₽,62 492 993 ₽,"-67,7%",180 947 229 ₽,"-65,5%",150 314 399 ₽,"-58,4%"
"    Доля расходов в выручке, %",,"122,9%","126,9%","+4,0%","92,2%","+34,7%","87,9%","+39,0%","147,8%","161,4%","+13,5%","121,1%","+40,2%","89,8%","+71,6%","130,6%","133,0%","+2,4%","95,0%","+38,0%","92,7%","+40,3%","143,2%","154,0%","+10,8%","143,7%","75,4%","82,1%","-26,2%","93,0%","87,4%","-5,6%",,"+87,4%",,"+87,4%",,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,,-,,-,,-,,"85,4%","111,3%","+25,9%","97,8%","+13,5%","74,9%","+48,5%"
  📈  ПРИБЫЛЬ (Profitability),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  ▶ EBITDA,,-2 694 800 ₽,-3 176 620 ₽,"+17,9%",1 177 851 ₽,"-369,7%",1 221 806 ₽,"-360,0%",-4 305 811 ₽,-4 829 594 ₽,"+12,2%",-2 098 860 ₽,"+130,1%",1 034 681 ₽,"-566,8%",-3 044 000 ₽,-3 085 411 ₽,"+1,4%",544 413 ₽,"-666,7%",727 346 ₽,"-524,2%",-4 049 100 ₽,-3 816 058 ₽,"-5,8%",-3 987 326 ₽,"-4,3%",2 140 953 ₽,"-278,2%",1 206 200 ₽,1 654 726 ₽,"+37,2%",1 548 054 ₽,"+6,9%",4 956 004 ₽,"-66,6%",8 116 515 ₽,,"-100,0%",4 490 726 ₽,"-100,0%",16 027 860 ₽,"-100,0%",13 302 900 ₽,,"-100,0%",12 145 886 ₽,"-100,0%",15 265 741 ₽,"-100,0%",15 025 800 ₽,0 ₽,"-100,0%",10 552 517 ₽,"-100,0%",13 983 527 ₽,"-100,0%",5 350 800 ₽,0 ₽,"-100,0%",-4 107 705 ₽,"-100,0%",3 694 464 ₽,"-100,0%",451 800 ₽,0 ₽,"-100,0%",-4 817 667 ₽,"-100,0%",250 708 ₽,"-100,0%",1 240 800 ₽,0 ₽,"-100,0%",-3 163 717 ₽,"-100,0%",-1 213 785 ₽,"-100,0%",2 397 000 ₽,,"-100,0%",-8 270 030 ₽,"-100,0%",-7 849 062 ₽,"-100,0%",,32 998 104 ₽,-6 352 988 ₽,"-119,3%",4 014 143 ₽,"-258,3%",50 240 244 ₽,"-112,6%"
"    EBITDA margin, %",,"-22,9%","-26,9%","-4,0%","7,8%","-34,7%","12,1%","-39,0%","-47,8%","-61,4%","-13,5%","-21,1%","-40,2%","10,2%","-71,6%","-30,6%","-33,0%","-2,4%","5,0%","-38,0%","7,3%","-40,3%","-43,2%","-54,0%","-10,8%","-43,7%","-10,3%","17,9%","-71,9%","7,0%","12,6%","+5,6%","9,7%","+2,9%","32,5%","-19,9%","31,9%","0,0%","-31,9%","23,3%","-23,3%","51,5%","-51,5%","40,6%",#DIV/0!,#DIV/0!,"41,3%",#DIV/0!,"46,0%",#DIV/0!,"43,5%",#DIV/0!,#DIV/0!,"35,1%",#DIV/0!,"47,1%",#DIV/0!,"23,7%",#DIV/0!,#DIV/0!,"-27,5%",#DIV/0!,"22,2%",#DIV/0!,"2,8%",#DIV/0!,#DIV/0!,"-43,8%",#DIV/0!,"2,1%",#DIV/0!,"7,6%",#DIV/0!,#DIV/0!,"-31,8%",#DIV/0!,"-12,1%",#DIV/0!,"11,4%",#DIV/0!,#DIV/0!,"-87,8%",#DIV/0!,"-73,0%",#DIV/0!,,"14,6%","-11,3%","-25,9%","2,2%","-13,5%","25,1%","-36,4%"
    Амортизация,,1 073 477 ₽,1 073 477 ₽,-,703 796 ₽,"+52,5%",465 057 ₽,"+130,8%",1 073 477 ₽,1 073 477 ₽,-,703 796 ₽,"+52,5%",465 057 ₽,"+130,8%",1 073 477 ₽,1 073 477 ₽,-,703 796 ₽,"+52,5%",465 057 ₽,"+130,8%",1 073 477 ₽,1 176 109 ₽,"+9,6%",703 796 ₽,"+67,1%",465 057 ₽,"+152,9%",1 073 477 ₽,1 176 109 ₽,"+9,6%",721 571 ₽,"+63,0%",465 057 ₽,"+152,9%",1 073 477 ₽,,"-100,0%",724 927 ₽,"-100,0%",465 057 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",765 911 ₽,"-100,0%",465 057 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",765 911 ₽,"-100,0%",465 057 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",848 263 ₽,"-100,0%",531 724 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",1 071 824 ₽,"-100,0%",531 724 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",1 027 118 ₽,"-100,0%",531 724 ₽,"-100,0%",1 073 477 ₽,,"-100,0%",1 078 268 ₽,"-100,0%",531 724 ₽,"-100,0%",,"12 881 724,0","5 572 649,0","-56,7%","9 818 977,0","-43,2%","5 847 352,0","-4,7%"
    EBIT (операционная прибыль),,-3 768 277 ₽,-4 250 097 ₽,"+12,8%",474 055 ₽,"-996,5%",756 749 ₽,"-661,6%",-5 379 288 ₽,-5 903 071 ₽,"+9,7%",-2 802 656 ₽,"+110,6%",569 624 ₽,"-1136,3%",-4 117 477 ₽,-4 158 888 ₽,"+1,0%",-159 383 ₽,"+2509,4%",262 289 ₽,"-1685,6%",-5 122 577 ₽,-4 992 167 ₽,"-2,5%",-4 691 122 ₽,"+6,4%",1 675 896 ₽,"-397,9%",132 723 ₽,478 617 ₽,"+260,6%",826 483 ₽,"-42,1%",4 490 947 ₽,"-89,3%",7 043 038 ₽,,"-100,0%",3 765 799 ₽,"-100,0%",15 562 803 ₽,"-100,0%",12 229 423 ₽,,"-100,0%",11 379 975 ₽,"-100,0%",14 800 684 ₽,"-100,0%",13 952 323 ₽,,"-100,0%",9 786 606 ₽,"-100,0%",13 518 470 ₽,"-100,0%",4 277 323 ₽,,"-100,0%",-4 955 968 ₽,"-100,0%",3 162 740 ₽,"-100,0%",-621 677 ₽,,"-100,0%",-5 889 491 ₽,"-100,0%",-281 016 ₽,"-100,0%",167 323 ₽,,"-100,0%",-4 190 835 ₽,"-100,0%",-1 745 509 ₽,"-100,0%",1 323 523 ₽,,"-100,0%",-9 348 298 ₽,"-100,0%",-8 380 786 ₽,"-100,0%",,20 116 380 ₽,-11 925 637 ₽,"-159,3%",-5 804 834 ₽,"+105,4%",44 392 892 ₽,"-126,9%"
     УСН/ Прочие налоги,,,,,119 276 ₽,"-100,0%",1 895 ₽,"-100,0%",,2 230 660 ₽,,333 906 ₽,"+568,1%",1 895 ₽,"+117612,9%",,19 387 ₽,,119 118 ₽,"-83,7%",1 895 ₽,"+923,1%",,,,,,1 895 ₽,"-100,0%",,,,,,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,,,,#DIV/0!,1 895 ₽,"-100,0%",,"0,0","2 250 047,0",#DIV/0!,"572 300,0","+293,2%","22 740,0","+9794,7%"
